time_period,la_name,tenure,housing,number_of_bedrooms,education_phase,education_type,geographic_level,number_of_pupils,completed_properties_up_to_FY,pupil_yield,completed_properties_up_to_FYAbs,pupil_yieldAbs
202021,LA2,All,All,4+,SP/Alternative,Mainstream,District,8,1144,0.006993007,71,0.112676056
202021,LA2,All,All,4+,SP/Alternative,Special School,District,9,1144,0.007867133,71,0.126760563
202021,LA2,All,All,4+,Secondary,Mainstream,District,400,1144,0.34965035,71,5.633802817
202122,LA3,All,All,1,Early Years,Mainstream,District,2,386,0.005181347,5,0.4
202122,LA3,All,All,1,Post-16,Mainstream,District,0,386,0,5,0
202122,LA3,All,All,1,Primary,Mainstream,District,8,386,0.020725389,5,1.6
202122,LA3,All,All,1,SP/Alternative,Special School,District,0,386,0,5,0
202122,LA3,All,All,1,Secondary,Mainstream,District,2,386,0.005181347,5,0.4
202122,LA3,All,All,2,Early Years,Mainstream,District,168,2365,0.071035941,88,1.909090909
202122,LA3,All,All,2,Post-16,Mainstream,District,4,2365,0.001691332,88,0.045454545
202122,LA3,All,All,2,Primary,Mainstream,District,473,2365,0.2,88,5.375
202122,LA3,All,All,2,SP/Alternative,Special School,District,13,2365,0.005496829,88,0.147727273
202122,LA3,All,All,2,Secondary,Mainstream,District,151,2365,0.06384778,88,1.715909091
202122,LA3,All,All,3,Early Years,Mainstream,District,441,5138,0.085831063,373,1.18230563
202122,LA3,All,All,3,Post-16,Mainstream,District,31,5138,0.006033476,373,0.08310992
202122,LA3,All,All,3,Primary,Mainstream,District,1976,5138,0.384585442,373,5.297587131
202122,LA3,All,All,3,SP/Alternative,Special School,District,64,5138,0.012456209,373,0.171581769
202122,LA3,All,All,3,Secondary,Mainstream,District,987,5138,0.192098093,373,2.646112601
202122,LA3,All,All,4+,Early Years,Mainstream,District,25,411,0.060827251,7,3.571428571
202122,LA3,All,All,4+,Post-16,Mainstream,District,8,411,0.01946472,7,1.142857143
202122,LA3,All,All,4+,Primary,Mainstream,District,184,411,0.447688564,7,26.28571429
202122,LA3,All,All,4+,SP/Alternative,Special School,District,4,411,0.00973236,7,0.571428571
202122,LA3,All,All,4+,Secondary,Mainstream,District,142,411,0.345498783,7,20.28571429
202122,LA1,All,All,2,Early Years,Mainstream,District,72,987,0.072948328,132,0.545454545
202122,LA1,All,All,2,Post-16,Mainstream,District,5,987,0.005065856,132,0.037878788
202122,LA1,All,All,2,Primary,Mainstream,District,215,987,0.217831814,132,1.628787879
202122,LA1,All,All,2,SP/Alternative,Special School,District,1,987,0.001013171,132,0.007575758
202122,LA1,All,All,2,Secondary,Mainstream,District,68,987,0.068895643,132,0.515151515
202122,LA1,All,All,3,Early Years,Mainstream,District,152,2371,0.064107971,344,0.441860465
202122,LA1,All,All,3,Post-16,Mainstream,District,43,2371,0.018135808,344,0.125
202122,LA1,All,All,3,Primary,Mainstream,District,748,2371,0.315478701,344,2.174418605
202122,LA1,All,All,3,SP/Alternative,Special School,District,23,2371,0.009700548,344,0.066860465
202122,LA1,All,All,3,Secondary,Mainstream,District,421,2371,0.17756221,344,1.223837209
202122,LA1,All,All,4+,Early Years,Mainstream,District,16,290,0.055172414,68,0.235294118
202122,LA1,All,All,4+,Post-16,Mainstream,District,18,290,0.062068966,68,0.264705882
202122,LA1,All,All,4+,Primary,Mainstream,District,129,290,0.444827586,68,1.897058824
202122,LA1,All,All,4+,SP/Alternative,Special School,District,3,290,0.010344828,68,0.044117647
202122,LA1,All,All,4+,Secondary,Mainstream,District,108,290,0.372413793,68,1.588235294
202122,LA4,All,All,1,Early Years,Mainstream,District,43,1234,0.034846029,28,1.535714286
202122,LA4,All,All,1,Post-16,Mainstream,District,1,1234,0.000810373,28,0.035714286
202122,LA4,All,All,1,Primary,Mainstream,District,74,1234,0.059967585,28,2.642857143
202122,LA4,All,All,1,SP/Alternative,Special School,District,3,1234,0.002431118,28,0.107142857
202122,LA4,All,All,1,Secondary,Mainstream,District,27,1234,0.021880065,28,0.964285714
202122,LA4,All,All,2,Early Years,Mainstream,District,111,1962,0.056574924,182,0.60989011
202122,LA4,All,All,2,Post-16,Mainstream,District,33,1962,0.016819572,182,0.181318681
202122,LA4,All,All,2,Primary,Mainstream,District,495,1962,0.252293578,182,2.71978022
202122,LA4,All,All,2,SP/Alternative,Special School,District,22,1962,0.011213048,182,0.120879121
202122,LA4,All,All,2,Secondary,Mainstream,District,180,1962,0.091743119,182,0.989010989
202122,LA4,All,All,3,Early Years,Mainstream,District,69,854,0.080796253,68,1.014705882
202122,LA4,All,All,3,Post-16,Mainstream,District,44,854,0.051522248,68,0.647058824
202122,LA4,All,All,3,Primary,Mainstream,District,382,854,0.447306792,68,5.617647059
202122,LA4,All,All,3,SP/Alternative,Special School,District,32,854,0.037470726,68,0.470588235
202122,LA4,All,All,3,Secondary,Mainstream,District,248,854,0.290398126,68,3.647058824
202122,LA4,All,All,4+,Early Years,Mainstream,District,2,38,0.052631579,0,Inf
202122,LA4,All,All,4+,Post-16,Mainstream,District,0,38,0,0,NA
202122,LA4,All,All,4+,Primary,Mainstream,District,9,38,0.236842105,0,Inf
202122,LA4,All,All,4+,SP/Alternative,Special School,District,1,38,0.026315789,0,Inf
202122,LA4,All,All,4+,Secondary,Mainstream,District,7,38,0.184210526,0,Inf
202122,LA2,All,All,1,Early Years,Mainstream,District,21,1071,0.019607843,52,0.403846154
202122,LA2,All,All,1,Post-16,Mainstream,District,2,1071,0.001867414,52,0.038461538
202122,LA2,All,All,1,Primary,Mainstream,District,34,1071,0.031746032,52,0.653846154
202122,LA2,All,All,1,SP/Alternative,Special School,District,2,1071,0.001867414,52,0.038461538
202122,LA2,All,All,1,Secondary,Mainstream,District,8,1071,0.007469655,52,0.153846154
202122,LA2,All,All,2,Early Years,Mainstream,District,560,6441,0.086943021,472,1.186440678
202122,LA2,All,All,2,Post-16,Mainstream,District,50,6441,0.00776277,472,0.105932203
202122,LA2,All,All,2,Primary,Mainstream,District,1819,6441,0.282409564,472,3.853813559
202122,LA2,All,All,2,SP/Alternative,Special School,District,60,6441,0.009315324,472,0.127118644
202122,LA2,All,All,2,Secondary,Mainstream,District,609,6441,0.094550536,472,1.290254237
202122,LA2,All,All,3,Early Years,Mainstream,District,1027,11477,0.089483314,1218,0.84318555
202122,LA2,All,All,3,Post-16,Mainstream,District,318,11477,0.027707589,1218,0.261083744
202122,LA2,All,All,3,Primary,Mainstream,District,4824,11477,0.420318899,1218,3.960591133
202122,LA2,All,All,3,SP/Alternative,Special School,District,151,11477,0.013156748,1218,0.123973727
202122,LA2,All,All,3,Secondary,Mainstream,District,2548,11477,0.222009236,1218,2.091954023
202122,LA2,All,All,4+,Early Years,Mainstream,District,80,1201,0.066611157,57,1.403508772
202122,LA2,All,All,4+,Post-16,Mainstream,District,88,1201,0.073272273,57,1.543859649
202122,LA2,All,All,4+,Primary,Mainstream,District,538,1201,0.447960033,57,9.438596491
202122,LA2,All,All,4+,SP/Alternative,Special School,District,8,1201,0.006661116,57,0.140350877
202122,LA2,All,All,4+,Secondary,Mainstream,District,443,1201,0.368859284,57,7.771929825
200809,LA3,Market,All,2,Secondary,Mainstream,District,1,35,0.028571429,35,0.028571429
200809,LA3,Market,All,3,Primary,Mainstream,District,4,25,0.16,25,0.16
200809,LA3,Market,All,3,Secondary,Mainstream,District,4,25,0.16,25,0.16
200809,LA3,Market,All,4+,Primary,Mainstream,District,0,16,0,16,0
200809,LA3,Market,All,4+,Secondary,Mainstream,District,0,16,0,16,0
200809,LA2,Market,All,2,Early Years,Mainstream,District,1,44,0.022727273,44,0.022727273
200809,LA2,Market,All,2,Post-16,Mainstream,District,0,44,0,44,0
200809,LA2,Market,All,2,Primary,Mainstream,District,6,44,0.136363636,44,0.136363636
200809,LA2,Market,All,2,Secondary,Mainstream,District,2,44,0.045454545,44,0.045454545
200809,LA2,Market,All,3,Early Years,Mainstream,District,4,38,0.105263158,38,0.105263158
200809,LA2,Market,All,3,Post-16,Mainstream,District,1,38,0.026315789,38,0.026315789
200809,LA2,Market,All,3,Primary,Mainstream,District,8,38,0.210526316,38,0.210526316
200809,LA2,Market,All,3,Secondary,Mainstream,District,2,38,0.052631579,38,0.052631579
200910,LA3,Affordable,All,2,Early Years,Mainstream,District,3,49,0.06122449,49,0.06122449
200910,LA3,Affordable,All,2,Post-16,Mainstream,District,2,49,0.040816327,49,0.040816327
200910,LA3,Affordable,All,2,Primary,Mainstream,District,7,49,0.142857143,49,0.142857143
200910,LA3,Affordable,All,2,SP/Alternative,Special School,District,0,49,0,49,0
200910,LA3,Affordable,All,2,Secondary,Mainstream,District,2,49,0.040816327,49,0.040816327
200910,LA3,Affordable,All,3,Early Years,Mainstream,District,12,36,0.333333333,36,0.333333333
200910,LA3,Affordable,All,3,Post-16,Mainstream,District,14,36,0.388888889,36,0.388888889
200910,LA3,Affordable,All,3,Primary,Mainstream,District,34,36,0.944444444,36,0.944444444
200910,LA3,Affordable,All,3,SP/Alternative,Special School,District,2,36,0.055555556,36,0.055555556
200910,LA3,Affordable,All,3,Secondary,Mainstream,District,20,36,0.555555556,36,0.555555556
200910,LA3,Market,All,2,Early Years,Mainstream,District,2,167,0.011976048,167,0.011976048
200910,LA3,Market,All,2,Post-16,Mainstream,District,5,167,0.02994012,167,0.02994012
200910,LA3,Market,All,2,Primary,Mainstream,District,1,167,0.005988024,167,0.005988024
200910,LA3,Market,All,2,Secondary,Mainstream,District,2,167,0.011976048,132,0.015151515
200910,LA3,Market,All,3,Early Years,Mainstream,District,11,118,0.093220339,118,0.093220339
200910,LA3,Market,All,3,Post-16,Mainstream,District,6,118,0.050847458,118,0.050847458
200910,LA3,Market,All,3,Primary,Mainstream,District,21,118,0.177966102,93,0.225806452
200910,LA3,Market,All,3,Secondary,Mainstream,District,12,118,0.101694915,93,0.129032258
200910,LA3,Market,All,4+,Early Years,Mainstream,District,0,26,0,26,0
200910,LA3,Market,All,4+,Post-16,Mainstream,District,1,26,0.038461538,26,0.038461538
200910,LA3,Market,All,4+,Primary,Mainstream,District,3,26,0.115384615,10,0.3
200910,LA3,Market,All,4+,Secondary,Mainstream,District,2,26,0.076923077,10,0.2
200910,LA4,Affordable,All,2,Early Years,Mainstream,District,4,12,0.333333333,12,0.333333333
200910,LA4,Affordable,All,2,Post-16,Mainstream,District,1,12,0.083333333,12,0.083333333
200910,LA4,Affordable,All,2,Primary,Mainstream,District,2,12,0.166666667,12,0.166666667
200910,LA4,Affordable,All,2,Secondary,Mainstream,District,4,12,0.333333333,12,0.333333333
200910,LA2,Affordable,All,1,Post-16,Mainstream,District,2,28,0.071428571,28,0.071428571
200910,LA2,Affordable,All,1,Primary,Mainstream,District,1,28,0.035714286,28,0.035714286
200910,LA2,Affordable,All,2,Early Years,Mainstream,District,23,104,0.221153846,104,0.221153846
200910,LA2,Affordable,All,2,Post-16,Mainstream,District,10,104,0.096153846,104,0.096153846
200910,LA2,Affordable,All,2,Primary,Mainstream,District,26,104,0.25,104,0.25
200910,LA2,Affordable,All,2,SP/Alternative,Special School,District,1,104,0.009615385,104,0.009615385
200910,LA2,Affordable,All,2,Secondary,Mainstream,District,9,104,0.086538462,104,0.086538462
200910,LA2,Affordable,All,3,Early Years,Mainstream,District,9,27,0.333333333,27,0.333333333
200910,LA2,Affordable,All,3,Post-16,Mainstream,District,16,27,0.592592593,27,0.592592593
200910,LA2,Affordable,All,3,Primary,Mainstream,District,30,27,1.111111111,27,1.111111111
200910,LA2,Affordable,All,3,Secondary,Mainstream,District,24,27,0.888888889,27,0.888888889
200910,LA2,Market,All,1,Primary,Mainstream,District,1,47,0.021276596,47,0.021276596
200910,LA2,Market,All,1,Secondary,Mainstream,District,0,47,0,47,0
200910,LA2,Market,All,2,Early Years,Mainstream,District,12,166,0.072289157,122,0.098360656
200910,LA2,Market,All,2,Post-16,Mainstream,District,6,166,0.036144578,122,0.049180328
200910,LA2,Market,All,2,Primary,Mainstream,District,17,166,0.102409639,122,0.139344262
200910,LA2,Market,All,2,Secondary,Mainstream,District,8,166,0.048192771,122,0.06557377
200910,LA2,Market,All,3,Early Years,Mainstream,District,23,166,0.138554217,128,0.1796875
200910,LA2,Market,All,3,Post-16,Mainstream,District,17,166,0.102409639,128,0.1328125
200910,LA2,Market,All,3,Primary,Mainstream,District,54,166,0.325301205,128,0.421875
200910,LA2,Market,All,3,Secondary,Mainstream,District,24,166,0.144578313,128,0.1875
200910,LA2,Market,All,4+,Early Years,Mainstream,District,2,11,0.181818182,11,0.181818182
200910,LA2,Market,All,4+,Post-16,Mainstream,District,3,11,0.272727273,11,0.272727273
200910,LA2,Market,All,4+,Primary,Mainstream,District,7,11,0.636363636,11,0.636363636
200910,LA2,Market,All,4+,Secondary,Mainstream,District,5,11,0.454545455,11,0.454545455
201011,LA3,Affordable,All,2,Early Years,Mainstream,District,9,213,0.042253521,164,0.054878049
201011,LA3,Affordable,All,2,Post-16,Mainstream,District,8,213,0.037558685,164,0.048780488
201011,LA3,Affordable,All,2,Primary,Mainstream,District,19,213,0.089201878,164,0.115853659
201011,LA3,Affordable,All,2,SP/Alternative,Special School,District,0,213,0,164,0
201011,LA3,Affordable,All,2,Secondary,Mainstream,District,4,213,0.018779343,164,0.024390244
201011,LA3,Affordable,All,3,Early Years,Mainstream,District,28,211,0.132701422,175,0.16
201011,LA3,Affordable,All,3,Post-16,Mainstream,District,23,211,0.109004739,175,0.131428571
201011,LA3,Affordable,All,3,Primary,Mainstream,District,100,211,0.473933649,175,0.571428571
201011,LA3,Affordable,All,3,SP/Alternative,Special School,District,6,211,0.028436019,175,0.034285714
201011,LA3,Affordable,All,3,Secondary,Mainstream,District,50,211,0.236966825,175,0.285714286
201011,LA3,Market,All,1,Post-16,Mainstream,District,2,55,0.036363636,55,0.036363636
201011,LA3,Market,All,1,Primary,Mainstream,District,1,55,0.018181818,55,0.018181818
201011,LA3,Market,All,2,Early Years,Mainstream,District,2,335,0.005970149,168,0.011904762
201011,LA3,Market,All,2,Post-16,Mainstream,District,4,335,0.011940299,168,0.023809524
201011,LA3,Market,All,2,Primary,Mainstream,District,9,335,0.026865672,168,0.053571429
201011,LA3,Market,All,2,Secondary,Mainstream,District,5,335,0.014925373,168,0.029761905
201011,LA3,Market,All,3,Early Years,Mainstream,District,24,303,0.079207921,185,0.12972973
201011,LA3,Market,All,3,Post-16,Mainstream,District,18,303,0.059405941,185,0.097297297
201011,LA3,Market,All,3,Primary,Mainstream,District,78,303,0.257425743,185,0.421621622
201011,LA3,Market,All,3,SP/Alternative,Special School,District,1,303,0.00330033,303,0.00330033
201011,LA3,Market,All,3,Secondary,Mainstream,District,33,303,0.108910891,185,0.178378378
201011,LA3,Market,All,4+,Early Years,Mainstream,District,1,61,0.016393443,35,0.028571429
201011,LA3,Market,All,4+,Post-16,Mainstream,District,3,61,0.049180328,35,0.085714286
201011,LA3,Market,All,4+,Primary,Mainstream,District,10,61,0.163934426,35,0.285714286
201011,LA3,Market,All,4+,Secondary,Mainstream,District,6,61,0.098360656,35,0.171428571
201011,LA1,Market,All,3,Post-16,Mainstream,District,2,21,0.095238095,21,0.095238095
201011,LA1,Market,All,3,Primary,Mainstream,District,3,21,0.142857143,21,0.142857143
201011,LA1,Market,All,3,Secondary,Mainstream,District,1,21,0.047619048,21,0.047619048
201011,LA4,Affordable,All,2,Early Years,Mainstream,District,4,20,0.2,8,0.5
201011,LA4,Affordable,All,2,Post-16,Mainstream,District,2,20,0.1,8,0.25
201011,LA4,Affordable,All,2,Primary,Mainstream,District,5,20,0.25,8,0.625
201011,LA4,Affordable,All,2,SP/Alternative,Special School,District,1,20,0.05,20,0.05
201011,LA4,Affordable,All,2,Secondary,Mainstream,District,3,20,0.15,8,0.375
201011,LA2,Affordable,All,1,Post-16,Mainstream,District,5,83,0.060240964,55,0.090909091
201011,LA2,Affordable,All,1,Primary,Mainstream,District,1,83,0.012048193,55,0.018181818
201011,LA2,Affordable,All,2,Early Years,Mainstream,District,34,379,0.089709763,275,0.123636364
201011,LA2,Affordable,All,2,Post-16,Mainstream,District,15,379,0.039577836,275,0.054545455
201011,LA2,Affordable,All,2,Primary,Mainstream,District,58,379,0.153034301,275,0.210909091
201011,LA2,Affordable,All,2,SP/Alternative,Special School,District,2,379,0.005277045,275,0.007272727
201011,LA2,Affordable,All,2,Secondary,Mainstream,District,17,379,0.044854881,275,0.061818182
201011,LA2,Affordable,All,3,Early Years,Mainstream,District,16,94,0.170212766,67,0.23880597
201011,LA2,Affordable,All,3,Post-16,Mainstream,District,15,94,0.159574468,67,0.223880597
201011,LA2,Affordable,All,3,Primary,Mainstream,District,67,94,0.712765957,67,1
201011,LA2,Affordable,All,3,SP/Alternative,Special School,District,2,94,0.021276596,94,0.021276596
201011,LA2,Affordable,All,3,Secondary,Mainstream,District,48,94,0.510638298,67,0.71641791
201011,LA2,Market,All,1,Early Years,Mainstream,District,2,94,0.021276596,94,0.021276596
201011,LA2,Market,All,1,Post-16,Mainstream,District,4,94,0.042553191,94,0.042553191
201011,LA2,Market,All,1,Primary,Mainstream,District,2,94,0.021276596,47,0.042553191
201011,LA2,Market,All,1,Secondary,Mainstream,District,0,94,0,47,0
201011,LA2,Market,All,2,Early Years,Mainstream,District,19,433,0.043879908,267,0.071161049
201011,LA2,Market,All,2,Post-16,Mainstream,District,12,433,0.027713626,267,0.04494382
201011,LA2,Market,All,2,Primary,Mainstream,District,36,433,0.083140878,267,0.134831461
201011,LA2,Market,All,2,Secondary,Mainstream,District,17,433,0.03926097,267,0.063670412
201011,LA2,Market,All,3,Early Years,Mainstream,District,47,540,0.087037037,374,0.125668449
201011,LA2,Market,All,3,Post-16,Mainstream,District,44,540,0.081481481,374,0.117647059
201011,LA2,Market,All,3,Primary,Mainstream,District,159,540,0.294444444,374,0.42513369
201011,LA2,Market,All,3,Secondary,Mainstream,District,90,540,0.166666667,374,0.240641711
201011,LA2,Market,All,4+,Early Years,Mainstream,District,4,44,0.090909091,33,0.121212121
201011,LA2,Market,All,4+,Post-16,Mainstream,District,11,44,0.25,33,0.333333333
201011,LA2,Market,All,4+,Primary,Mainstream,District,28,44,0.636363636,33,0.848484848
201011,LA2,Market,All,4+,SP/Alternative,Special School,District,1,44,0.022727273,44,0.022727273
201011,LA2,Market,All,4+,Secondary,Mainstream,District,13,44,0.295454545,33,0.393939394
201112,LA3,Affordable,All,2,Early Years,Mainstream,District,20,323,0.061919505,110,0.181818182
201112,LA3,Affordable,All,2,Post-16,Mainstream,District,13,323,0.040247678,110,0.118181818
201112,LA3,Affordable,All,2,Primary,Mainstream,District,39,323,0.120743034,110,0.354545455
201112,LA3,Affordable,All,2,SP/Alternative,Special School,District,1,323,0.003095975,110,0.009090909
201112,LA3,Affordable,All,2,Secondary,Mainstream,District,12,323,0.037151703,110,0.109090909
201112,LA3,Affordable,All,3,Early Years,Mainstream,District,46,298,0.154362416,87,0.528735632
201112,LA3,Affordable,All,3,Post-16,Mainstream,District,53,298,0.177852349,87,0.609195402
201112,LA3,Affordable,All,3,Primary,Mainstream,District,209,298,0.701342282,87,2.402298851
201112,LA3,Affordable,All,3,SP/Alternative,Special School,District,12,298,0.040268456,87,0.137931034
201112,LA3,Affordable,All,3,Secondary,Mainstream,District,89,298,0.298657718,87,1.022988506
201112,LA3,Market,All,1,Post-16,Mainstream,District,3,95,0.031578947,40,0.075
201112,LA3,Market,All,2,Early Years,Mainstream,District,7,437,0.016018307,102,0.068627451
201112,LA3,Market,All,2,Post-16,Mainstream,District,5,437,0.011441648,102,0.049019608
201112,LA3,Market,All,2,Primary,Mainstream,District,20,437,0.04576659,102,0.196078431
201112,LA3,Market,All,2,Secondary,Mainstream,District,9,437,0.020594966,102,0.088235294
201112,LA3,Market,All,3,Early Years,Mainstream,District,48,509,0.094302554,206,0.233009709
201112,LA3,Market,All,3,Post-16,Mainstream,District,28,509,0.055009823,206,0.13592233
201112,LA3,Market,All,3,Primary,Mainstream,District,141,509,0.277013752,206,0.684466019
201112,LA3,Market,All,3,SP/Alternative,Special School,District,3,509,0.00589391,206,0.014563107
201112,LA3,Market,All,3,Secondary,Mainstream,District,70,509,0.137524558,206,0.339805825
201112,LA3,Market,All,4+,Early Years,Mainstream,District,5,101,0.04950495,40,0.125
201112,LA3,Market,All,4+,Post-16,Mainstream,District,6,101,0.059405941,40,0.15
201112,LA3,Market,All,4+,Primary,Mainstream,District,23,101,0.227722772,40,0.575
201112,LA3,Market,All,4+,Secondary,Mainstream,District,13,101,0.128712871,40,0.325
201112,LA1,Affordable,All,2,Early Years,Mainstream,District,3,58,0.051724138,58,0.051724138
201112,LA1,Affordable,All,2,Post-16,Mainstream,District,1,58,0.017241379,58,0.017241379
201112,LA1,Affordable,All,2,Primary,Mainstream,District,12,58,0.206896552,58,0.206896552
201112,LA1,Affordable,All,2,SP/Alternative,Special School,District,0,58,0,58,0
201112,LA1,Affordable,All,2,Secondary,Mainstream,District,3,58,0.051724138,58,0.051724138
201112,LA1,Affordable,All,3,Early Years,Mainstream,District,12,60,0.2,60,0.2
201112,LA1,Affordable,All,3,Post-16,Mainstream,District,5,60,0.083333333,60,0.083333333
201112,LA1,Affordable,All,3,Primary,Mainstream,District,42,60,0.7,60,0.7
201112,LA1,Affordable,All,3,SP/Alternative,Special School,District,2,60,0.033333333,60,0.033333333
201112,LA1,Affordable,All,3,Secondary,Mainstream,District,22,60,0.366666667,60,0.366666667
201112,LA1,Market,All,2,Post-16,Mainstream,District,3,35,0.085714286,35,0.085714286
201112,LA1,Market,All,2,Primary,Mainstream,District,1,35,0.028571429,35,0.028571429
201112,LA1,Market,All,2,Secondary,Mainstream,District,0,35,0,35,0
201112,LA1,Market,All,3,Early Years,Mainstream,District,4,83,0.048192771,83,0.048192771
201112,LA1,Market,All,3,Post-16,Mainstream,District,5,83,0.060240964,62,0.080645161
201112,LA1,Market,All,3,Primary,Mainstream,District,12,83,0.144578313,62,0.193548387
201112,LA1,Market,All,3,SP/Alternative,Special School,District,2,83,0.024096386,83,0.024096386
201112,LA1,Market,All,3,Secondary,Mainstream,District,4,83,0.048192771,62,0.064516129
201112,LA4,Affordable,All,1,Post-16,Mainstream,District,1,43,0.023255814,43,0.023255814
201112,LA4,Affordable,All,1,Primary,Mainstream,District,1,43,0.023255814,43,0.023255814
201112,LA4,Affordable,All,2,Early Years,Mainstream,District,10,121,0.082644628,101,0.099009901
201112,LA4,Affordable,All,2,Post-16,Mainstream,District,6,121,0.049586777,101,0.059405941
201112,LA4,Affordable,All,2,Primary,Mainstream,District,25,121,0.20661157,101,0.247524752
201112,LA4,Affordable,All,2,SP/Alternative,Special School,District,1,121,0.008264463,101,0.00990099
201112,LA4,Affordable,All,2,Secondary,Mainstream,District,8,121,0.066115702,101,0.079207921
201112,LA4,Affordable,All,3,Early Years,Mainstream,District,13,94,0.138297872,94,0.138297872
201112,LA4,Affordable,All,3,Post-16,Mainstream,District,22,94,0.234042553,94,0.234042553
201112,LA4,Affordable,All,3,Primary,Mainstream,District,71,94,0.755319149,94,0.755319149
201112,LA4,Affordable,All,3,SP/Alternative,Special School,District,1,94,0.010638298,94,0.010638298
201112,LA4,Affordable,All,3,Secondary,Mainstream,District,46,94,0.489361702,94,0.489361702
201112,LA4,Market,All,1,Primary,Mainstream,District,1,55,0.018181818,55,0.018181818
201112,LA4,Market,All,2,Early Years,Mainstream,District,2,78,0.025641026,78,0.025641026
201112,LA4,Market,All,2,Primary,Mainstream,District,3,78,0.038461538,78,0.038461538
201112,LA4,Market,All,4+,Early Years,Mainstream,District,0,19,0,19,0
201112,LA4,Market,All,4+,Primary,Mainstream,District,0,19,0,19,0
201112,LA4,Market,All,4+,Secondary,Mainstream,District,0,19,0,19,0
201112,LA2,Affordable,All,1,Post-16,Mainstream,District,10,106,0.094339623,23,0.434782609
201112,LA2,Affordable,All,2,Early Years,Mainstream,District,61,535,0.114018692,156,0.391025641
201112,LA2,Affordable,All,2,Post-16,Mainstream,District,25,535,0.046728972,156,0.16025641
201112,LA2,Affordable,All,2,Primary,Mainstream,District,102,535,0.190654206,156,0.653846154
201112,LA2,Affordable,All,2,SP/Alternative,Special School,District,5,535,0.009345794,156,0.032051282
201112,LA2,Affordable,All,2,Secondary,Mainstream,District,30,535,0.056074766,156,0.192307692
201112,LA2,Affordable,All,3,Early Years,Mainstream,District,38,168,0.226190476,74,0.513513514
201112,LA2,Affordable,All,3,Post-16,Mainstream,District,44,168,0.261904762,74,0.594594595
201112,LA2,Affordable,All,3,Primary,Mainstream,District,116,168,0.69047619,74,1.567567568
201112,LA2,Affordable,All,3,SP/Alternative,Special School,District,1,168,0.005952381,74,0.013513514
201112,LA2,Affordable,All,3,Secondary,Mainstream,District,92,168,0.547619048,74,1.243243243
201112,LA2,Market,All,1,Post-16,Mainstream,District,3,131,0.022900763,37,0.081081081
201112,LA2,Market,All,1,Primary,Mainstream,District,2,131,0.015267176,37,0.054054054
201112,LA2,Market,All,1,Secondary,Mainstream,District,0,131,0,37,0
201112,LA2,Market,All,2,Early Years,Mainstream,District,34,724,0.046961326,291,0.116838488
201112,LA2,Market,All,2,Post-16,Mainstream,District,19,724,0.026243094,291,0.065292096
201112,LA2,Market,All,2,Primary,Mainstream,District,66,724,0.091160221,291,0.226804124
201112,LA2,Market,All,2,SP/Alternative,Special School,District,3,724,0.004143646,724,0.004143646
201112,LA2,Market,All,2,Secondary,Mainstream,District,28,724,0.038674033,291,0.096219931
201112,LA2,Market,All,3,Early Years,Mainstream,District,78,1010,0.077227723,470,0.165957447
201112,LA2,Market,All,3,Post-16,Mainstream,District,73,1010,0.072277228,470,0.155319149
201112,LA2,Market,All,3,Primary,Mainstream,District,318,1010,0.314851485,470,0.676595745
201112,LA2,Market,All,3,SP/Alternative,Special School,District,4,1010,0.003960396,1010,0.003960396
201112,LA2,Market,All,3,Secondary,Mainstream,District,171,1010,0.169306931,470,0.363829787
201112,LA2,Market,All,4+,Early Years,Mainstream,District,11,129,0.085271318,85,0.129411765
201112,LA2,Market,All,4+,Post-16,Mainstream,District,20,129,0.15503876,85,0.235294118
201112,LA2,Market,All,4+,Primary,Mainstream,District,51,129,0.395348837,85,0.6
201112,LA2,Market,All,4+,SP/Alternative,Special School,District,1,129,0.007751938,85,0.011764706
201112,LA2,Market,All,4+,Secondary,Mainstream,District,44,129,0.341085271,85,0.517647059
201213,LA3,Affordable,All,2,Early Years,Mainstream,District,23,398,0.057788945,75,0.306666667
201213,LA3,Affordable,All,2,Post-16,Mainstream,District,21,398,0.052763819,75,0.28
201213,LA3,Affordable,All,2,Primary,Mainstream,District,54,398,0.135678392,75,0.72
201213,LA3,Affordable,All,2,SP/Alternative,Special School,District,1,398,0.002512563,75,0.013333333
201213,LA3,Affordable,All,2,Secondary,Mainstream,District,16,398,0.040201005,75,0.213333333
201213,LA3,Affordable,All,3,Early Years,Mainstream,District,58,357,0.162464986,59,0.983050847
201213,LA3,Affordable,All,3,Post-16,Mainstream,District,66,357,0.18487395,59,1.118644068
201213,LA3,Affordable,All,3,Primary,Mainstream,District,252,357,0.705882353,59,4.271186441
201213,LA3,Affordable,All,3,SP/Alternative,Special School,District,10,357,0.028011204,59,0.169491525
201213,LA3,Affordable,All,3,Secondary,Mainstream,District,114,357,0.319327731,59,1.93220339
201213,LA3,Market,All,1,Early Years,Mainstream,District,1,110,0.009090909,110,0.009090909
201213,LA3,Market,All,1,Post-16,Mainstream,District,0,110,0,15,0
201213,LA3,Market,All,1,Primary,Mainstream,District,2,110,0.018181818,110,0.018181818
201213,LA3,Market,All,1,SP/Alternative,Special School,District,0,110,0,110,0
201213,LA3,Market,All,1,Secondary,Mainstream,District,0,110,0,110,0
201213,LA3,Market,All,2,Early Years,Mainstream,District,15,569,0.026362039,132,0.113636364
